ts_code,trade_date,fwd_open,fwd_high,fwd_low,fwd_close,fwd_pre_close,bwd_open,bwd_high,bwd_low,bwd_close,bwd_pre_close,vol,amount,pct_chg,change
601988.SH,20260527,5.9,5.98,5.81,5.85,5.91,15.2456,15.4523,15.013,15.1164,15.2714,2569335.66,1514655.987,-1.0152,-0.06
601988.SH,20260526,5.88,5.98,5.87,5.91,5.9,15.1939,15.4523,15.1681,15.2714,15.2456,2925462.29,1737459.864,0.1695,0.01
601988.SH,20260525,5.84,5.94,5.83,5.9,5.86,15.0906,15.349,15.0647,15.2456,15.1422,2466683.51,1455806.546,0.6826,0.04
601988.SH,20260522,5.79,5.88,5.71,5.86,5.8,14.9614,15.1939,14.7546,15.1422,14.9872,3106328.3,1807610.864,1.0345,0.06
601988.SH,20260521,5.71,5.84,5.66,5.8,5.7,14.7546,15.0906,14.6254,14.9872,14.7288,3260367.58,1883361.764,1.7544,0.1
601988.SH,20260520,5.83,5.84,5.7,5.7,5.83,15.0647,15.0906,14.7288,14.7288,15.0647,2070373.18,1191220.935,-2.2298,-0.13
601988.SH,20260519,5.8,5.9,5.79,5.83,5.79,14.9872,15.2456,14.9614,15.0647,14.9614,2718887.25,1593352.605,0.6908,0.04
601988.SH,20260518,5.79,5.82,5.76,5.79,5.79,14.9614,15.0389,14.8838,14.9614,14.9614,1940883.88,1124118.524,0.0,0.0
601988.SH,20260515,5.76,5.81,5.69,5.79,5.76,14.8838,15.013,14.703,14.9614,14.8838,2699421.95,1556875.661,0.5208,0.03
601988.SH,20260514,5.71,5.83,5.7,5.76,5.72,14.7546,15.0647,14.7288,14.8838,14.7805,2734276.45,1580479.09,0.6993,0.04
601988.SH,20260513,5.75,5.77,5.69,5.72,5.74,14.858,14.9097,14.703,14.7805,14.8322,1733847.11,993628.097,-0.3484,-0.02
601988.SH,20260512,5.68,5.78,5.67,5.74,5.68,14.6771,14.9355,14.6513,14.8322,14.6771,2497039.01,1433926.085,1.0563,0.06
601988.SH,20260511,5.67,5.69,5.61,5.68,5.68,14.6513,14.703,14.4962,14.6771,14.6771,2292314.91,1294937.056,0.0,0.0
601988.SH,20260508,5.7,5.75,5.66,5.68,5.69,14.7288,14.858,14.6254,14.6771,14.703,1646660.03,936717.491,-0.1757,-0.01
601988.SH,20260507,5.71,5.76,5.68,5.69,5.71,14.7546,14.8838,14.6771,14.703,14.7546,1748485.21,999142.783,-0.3503,-0.02
601988.SH,20260506,5.75,5.75,5.64,5.71,5.75,14.858,14.858,14.5738,14.7546,14.858,2679508.74,1519897.392,-0.6957,-0.04
601988.SH,20260430,5.8,5.85,5.73,5.75,5.79,14.9872,15.1164,14.8063,14.858,14.9614,2528233.33,1461444.306,-0.6908,-0.04
601988.SH,20260429,5.81,5.83,5.73,5.79,5.81,15.013,15.0647,14.8063,14.9614,15.013,2180086.16,1259549.786,-0.3442,-0.02
601988.SH,20260428,5.74,5.82,5.73,5.81,5.76,14.8322,15.0389,14.8063,15.013,14.8838,1647560.96,952210.043,0.8681,0.05
601988.SH,20260427,5.8,5.84,5.75,5.76,5.81,14.9872,15.0906,14.858,14.8838,15.013,1668171.56,964842.08,-0.8606,-0.05
601988.SH,20260424,5.82,5.84,5.78,5.81,5.82,15.0389,15.0906,14.9355,15.013,15.0389,1484477.75,861051.72,-0.1718,-0.01
601988.SH,20260423,5.83,5.88,5.8,5.82,5.84,15.0647,15.1939,14.9872,15.0389,15.0906,1588391.86,927613.368,-0.3425,-0.02
601988.SH,20260422,5.93,5.95,5.83,5.84,5.93,15.3231,15.3748,15.0647,15.0906,15.3231,1616782.44,948819.566,-1.5177,-0.09
601988.SH,20260421,5.89,5.97,5.89,5.93,5.9,15.2198,15.4265,15.2198,15.3231,15.2456,2053820.68,1218008.177,0.5085,0.03
601988.SH,20260420,5.75,5.92,5.74,5.9,5.77,14.858,15.2973,14.8322,15.2456,14.9097,2580279.73,1512553.844,2.253,0.13
601988.SH,20260417,5.77,5.82,5.75,5.77,5.79,14.9097,15.0389,14.858,14.9097,14.9614,1531680.13,884406.388,-0.3454,-0.02
601988.SH,20260416,5.8,5.87,5.76,5.79,5.79,14.9872,15.1681,14.8838,14.9614,14.9614,1890438.03,1096909.201,0.0,0.0
601988.SH,20260415,5.71,5.82,5.7,5.79,5.73,14.7546,15.0389,14.7288,14.9614,14.8063,2310032.34,1335510.071,1.0471,0.06
601988.SH,20260414,5.66,5.74,5.65,5.73,5.69,14.6254,14.8322,14.5996,14.8063,14.703,1880664.5,1072107.399,0.703,0.04
601988.SH,20260413,5.65,5.69,5.58,5.69,5.65,14.5996,14.703,14.4187,14.703,14.5996,2002528.06,1128552.342,0.708,0.04
601988.SH,20260410,5.68,5.68,5.62,5.65,5.69,14.6771,14.6771,14.5221,14.5996,14.703,1776263.58,1002071.045,-0.703,-0.04
601988.SH,20260409,5.74,5.77,5.67,5.69,5.74,14.8322,14.9097,14.6513,14.703,14.8322,2235350.39,1275037.216,-0.8711,-0.05
601988.SH,20260408,5.77,5.78,5.63,5.74,5.8,14.9097,14.9355,14.5479,14.8322,14.9872,3149179.43,1799283.321,-1.0345,-0.06
601988.SH,20260407,5.82,5.84,5.75,5.8,5.82,15.0389,15.0906,14.858,14.9872,15.0389,2509963.5,1454371.237,-0.3436,-0.02
601988.SH,20260403,5.95,5.96,5.78,5.82,5.94,15.3748,15.4006,14.9355,15.0389,15.349,2392149.89,1394574.302,-2.0202,-0.12
601988.SH,20260402,5.87,5.97,5.84,5.94,5.87,15.1681,15.4265,15.0906,15.349,15.1681,2929241.88,1738174.185,1.1925,0.07
601988.SH,20260401,5.89,5.95,5.85,5.87,5.87,15.2198,15.3748,15.1164,15.1681,15.1681,3431892.69,2022103.026,0.0,0.0
601988.SH,20260331,5.67,5.91,5.67,5.87,5.67,14.6513,15.2714,14.6513,15.1681,14.6513,6522540.9,3811964.949,3.5273,0.2
601988.SH,20260330,5.55,5.68,5.55,5.67,5.57,14.3412,14.6771,14.3412,14.6513,14.3929,2896330.41,1632080.169,1.7953,0.1
601988.SH,20260327,5.57,5.6,5.56,5.57,5.58,14.3929,14.4704,14.367,14.3929,14.4187,2174305.54,1212935.0,-0.1792,-0.01
601988.SH,20260326,5.53,5.6,5.52,5.58,5.55,14.2895,14.4704,14.2637,14.4187,14.3412,2750513.17,1534222.231,0.5405,0.03
601988.SH,20260325,5.46,5.55,5.38,5.55,5.47,14.1086,14.3412,13.9019,14.3412,14.1345,3172409.8,1738485.855,1.4625,0.08
601988.SH,20260324,5.38,5.49,5.37,5.47,5.39,13.9019,14.1862,13.8761,14.1345,13.9278,3009443.05,1637804.287,1.4842,0.08
601988.SH,20260323,5.49,5.5,5.32,5.39,5.51,14.1862,14.212,13.7469,13.9278,14.2378,4331484.8,2331714.888,-2.1779,-0.12
601988.SH,20260320,5.52,5.58,5.49,5.51,5.53,14.2637,14.4187,14.1862,14.2378,14.2895,2593770.52,1436384.092,-0.3617,-0.02
601988.SH,20260319,5.48,5.56,5.48,5.53,5.5,14.1603,14.367,14.1603,14.2895,14.212,3565275.75,1971909.742,0.5455,0.03
601988.SH,20260318,5.5,5.54,5.46,5.5,5.5,14.212,14.3154,14.1086,14.212,14.212,2981100.31,1638926.258,0.0,0.0
601988.SH,20260317,5.4,5.5,5.38,5.5,5.4,13.9536,14.212,13.9019,14.212,13.9536,3623887.76,1981976.896,1.8519,0.1
601988.SH,20260316,5.39,5.42,5.37,5.4,5.39,13.9278,14.0053,13.8761,13.9536,13.9278,2069248.8,1117120.525,0.1855,0.01
601988.SH,20260313,5.37,5.42,5.33,5.39,5.37,13.8761,14.0053,13.7727,13.9278,13.8761,2379957.58,1280639.45,0.3724,0.02
601988.SH,20260312,5.35,5.38,5.33,5.37,5.36,13.8244,13.9019,13.7727,13.8761,13.8502,1642862.48,881262.505,0.1866,0.01
601988.SH,20260311,5.33,5.36,5.3,5.36,5.33,13.7727,13.8502,13.6952,13.8502,13.7727,1366548.18,728383.366,0.5629,0.03
601988.SH,20260310,5.35,5.35,5.31,5.33,5.36,13.8244,13.8244,13.721,13.7727,13.8502,2038706.11,1085779.417,-0.5597,-0.03
601988.SH,20260309,5.37,5.41,5.35,5.36,5.39,13.8761,13.9794,13.8244,13.8502,13.9278,2489436.16,1338798.814,-0.5566,-0.03
601988.SH,20260306,5.37,5.42,5.35,5.39,5.39,13.8761,14.0053,13.8244,13.9278,13.9278,1949472.76,1049580.787,0.0,0.0
601988.SH,20260305,5.31,5.4,5.29,5.39,5.35,13.721,13.9536,13.6694,13.9278,13.8244,2496380.3,1338643.193,0.7477,0.04
601988.SH,20260304,5.41,5.42,5.28,5.35,5.42,13.9794,14.0053,13.6435,13.8244,14.0053,4238135.53,2254636.214,-1.2915,-0.07
601988.SH,20260303,5.3,5.44,5.28,5.42,5.31,13.6952,14.057,13.6435,14.0053,13.721,4955741.07,2669491.489,2.0716,0.11
601988.SH,20260302,5.28,5.33,5.25,5.31,5.28,13.6435,13.7727,13.566,13.721,13.6435,2279691.56,1208227.863,0.5682,0.03
601988.SH,20260227,5.28,5.3,5.26,5.28,5.27,13.6435,13.6952,13.5918,13.6435,13.6177,1419871.66,749568.723,0.1898,0.01
601988.SH,20260226,5.29,5.31,5.25,5.27,5.29,13.6694,13.721,13.566,13.6177,13.6694,1563908.4,824811.745,-0.3781,-0.02
601988.SH,20260225,5.29,5.31,5.27,5.29,5.29,13.6694,13.721,13.6177,13.6694,13.6694,1879282.06,993983.381,0.0,0.0
601988.SH,20260224,5.32,5.32,5.28,5.29,5.31,13.7469,13.7469,13.6435,13.6694,13.721,1575305.58,834519.546,-0.3766,-0.02
601988.SH,20260213,5.35,5.36,5.3,5.31,5.34,13.8244,13.8502,13.6952,13.721,13.7986,2119730.73,1127854.486,-0.5618,-0.03
601988.SH,20260212,5.41,5.41,5.33,5.34,5.41,13.9794,13.9794,13.7727,13.7986,13.9794,2353063.83,1259628.812,-1.2939,-0.07
601988.SH,20260211,5.41,5.43,5.36,5.41,5.41,13.9794,14.0311,13.8502,13.9794,13.9794,1706868.04,921920.08,0.0,0.0
601988.SH,20260210,5.38,5.42,5.36,5.41,5.38,13.9019,14.0053,13.8502,13.9794,13.9019,2092404.37,1131231.527,0.5576,0.03
601988.SH,20260209,5.33,5.38,5.31,5.38,5.35,13.7727,13.9019,13.721,13.9019,13.8244,1720659.54,920817.687,0.5607,0.03
601988.SH,20260206,5.42,5.43,5.33,5.35,5.4,14.0053,14.0311,13.7727,13.8244,13.9536,2715983.55,1454130.585,-0.9259,-0.05
601988.SH,20260205,5.37,5.43,5.35,5.4,5.35,13.8761,14.0311,13.8244,13.9536,13.8244,2663431.56,1436793.857,0.9346,0.05
601988.SH,20260204,5.29,5.36,5.28,5.35,5.28,13.6694,13.8502,13.6435,13.8244,13.6435,2724759.35,1455002.37,1.3258,0.07
601988.SH,20260203,5.4,5.4,5.27,5.28,5.42,13.9536,13.9536,13.6177,13.6435,14.0053,4487573.15,2382313.835,-2.583,-0.14
601988.SH,20260202,5.37,5.45,5.36,5.42,5.37,13.8761,14.0828,13.8502,14.0053,13.8761,3385638.58,1834399.009,0.9311,0.05
601988.SH,20260130,5.38,5.43,5.35,5.37,5.37,13.9019,14.0311,13.8244,13.8761,13.8761,3248548.61,1752185.733,0.0,0.0
601988.SH,20260129,5.34,5.4,5.3,5.37,5.34,13.7986,13.9536,13.6952,13.8761,13.7986,3230121.2,1728023.013,0.5618,0.03
601988.SH,20260128,5.32,5.4,5.3,5.34,5.33,13.7469,13.9536,13.6952,13.7986,13.7727,3314040.75,1774217.581,0.1876,0.01
601988.SH,20260127,5.31,5.42,5.3,5.33,5.31,13.721,14.0053,13.6952,13.7727,13.721,4305911.72,2314067.267,0.3766,0.02
601988.SH,20260126,5.26,5.36,5.23,5.31,5.27,13.5918,13.8502,13.5143,13.721,13.6177,3796228.85,2018339.67,0.759,0.04
601988.SH,20260123,5.32,5.32,5.26,5.27,5.3,13.7469,13.7469,13.5918,13.6177,13.6952,2473740.52,1306482.698,-0.566,-0.03
601988.SH,20260122,5.33,5.36,5.3,5.3,5.33,13.7727,13.8502,13.6952,13.6952,13.7727,2496594.84,1328510.248,-0.5629,-0.03
601988.SH,20260121,5.44,5.48,5.33,5.33,5.44,14.057,14.1603,13.7727,13.7727,14.057,3641203.3,1959298.227,-2.0221,-0.11
601988.SH,20260120,5.36,5.45,5.34,5.44,5.36,13.8502,14.0828,13.7986,14.057,13.8502,3174406.78,1716541.504,1.4925,0.08
601988.SH,20260119,5.38,5.42,5.35,5.36,5.4,13.9019,14.0053,13.8244,13.8502,13.9536,2536826.27,1363336.281,-0.7407,-0.04
601988.SH,20260116,5.43,5.44,5.38,5.4,5.43,14.0311,14.057,13.9019,13.9536,14.0311,2862660.15,1548257.786,-0.5525,-0.03
601988.SH,20260115,5.46,5.49,5.42,5.43,5.47,14.1086,14.1862,14.0053,14.0311,14.1345,2276585.33,1240839.852,-0.7313,-0.04
601988.SH,20260114,5.53,5.54,5.46,5.47,5.55,14.2895,14.3154,14.1086,14.1345,14.3412,3623348.58,1986896.75,-1.4414,-0.08
601988.SH,20260113,5.52,5.61,5.52,5.55,5.53,14.2637,14.4962,14.2637,14.3412,14.2895,3537673.23,1969724.042,0.3617,0.02
601988.SH,20260112,5.47,5.54,5.44,5.53,5.49,14.1345,14.3154,14.057,14.2895,14.1862,2615674.52,1436981.079,0.7286,0.04
601988.SH,20260109,5.51,5.52,5.46,5.49,5.52,14.2378,14.2637,14.1086,14.1862,14.2637,2276233.24,1248627.643,-0.5435,-0.03
601988.SH,20260108,5.56,5.56,5.48,5.52,5.56,14.367,14.367,14.1603,14.2637,14.367,3166872.04,1742625.353,-0.7194,-0.04
601988.SH,20260107,5.58,5.6,5.55,5.56,5.59,14.4187,14.4704,14.3412,14.367,14.4446,2744756.97,1528918.706,-0.5367,-0.03
601988.SH,20260106,5.67,5.67,5.55,5.59,5.67,14.6513,14.6513,14.3412,14.4446,14.6513,5606428.36,3133843.907,-1.4109,-0.08
601988.SH,20260105,5.73,5.76,5.64,5.67,5.73,14.8063,14.8838,14.5738,14.6513,14.8063,3461974.26,1964034.946,-1.0471,-0.06
601988.SH,20251231,5.66,5.76,5.66,5.73,5.67,14.6254,14.8838,14.6254,14.8063,14.6513,3023692.71,1728942.716,1.0582,0.06
601988.SH,20251230,5.66,5.7,5.61,5.67,5.68,14.6254,14.7288,14.4962,14.6513,14.6771,2366887.0,1339549.015,-0.1761,-0.01
601988.SH,20251229,5.61,5.68,5.59,5.68,5.61,14.4962,14.6771,14.4446,14.6771,14.4962,2527610.75,1425343.422,1.2478,0.07
601988.SH,20251226,5.65,5.65,5.6,5.61,5.65,14.5996,14.5996,14.4704,14.4962,14.5996,1544955.18,868355.134,-0.708,-0.04
601988.SH,20251225,5.66,5.71,5.63,5.65,5.67,14.6254,14.7546,14.5479,14.5996,14.6513,2268690.1,1285967.452,-0.3527,-0.02
601988.SH,20251224,5.7,5.73,5.66,5.67,5.7,14.7288,14.8063,14.6254,14.6513,14.7288,1841497.63,1046784.273,-0.5263,-0.03
601988.SH,20251223,5.66,5.71,5.63,5.7,5.67,14.6254,14.7546,14.5479,14.7288,14.6513,2606330.92,1480489.709,0.5291,0.03
601988.SH,20251222,5.65,5.67,5.61,5.67,5.66,14.5996,14.6513,14.4962,14.6513,14.6254,1665176.02,940397.556,0.1767,0.01
601988.SH,20251219,5.69,5.69,5.63,5.66,5.7,14.703,14.703,14.5479,14.6254,14.7288,2398602.97,1358087.146,-0.7018,-0.04
601988.SH,20251218,5.61,5.71,5.58,5.7,5.61,14.4962,14.7546,14.4187,14.7288,14.4962,2879645.56,1630967.673,1.6043,0.09
601988.SH,20251217,5.58,5.66,5.56,5.61,5.59,14.4187,14.6254,14.367,14.4962,14.4446,2517010.89,1412535.014,0.3578,0.02
601988.SH,20251216,5.6,5.62,5.55,5.59,5.61,14.4704,14.5221,14.3412,14.4446,14.4962,2216269.97,1238134.798,-0.3565,-0.02
601988.SH,20251215,5.59,5.64,5.58,5.61,5.59,14.4446,14.5738,14.4187,14.4962,14.4446,2019361.4,1133325.032,0.3578,0.02
601988.SH,20251212,5.7,5.71,5.58,5.59,5.71,14.7288,14.7546,14.4187,14.4446,14.7546,3563925.85,1999025.485,-2.1016,-0.12
601988.SH,20251211,5.66,5.71,5.64,5.71,5.64,14.6254,14.7546,14.5738,14.7546,14.5738,2527258.41,1433449.523,1.2411,0.07
601988.SH,20251210,5.7185,5.7382,5.6205,5.6401,5.7284,14.7767,14.8274,14.5233,14.574,14.8021,2839998.91,1639088.793,-1.5411,-0.09
601988.SH,20251209,5.6989,5.7578,5.6793,5.7284,5.7185,14.726,14.8781,14.6753,14.8021,14.7767,2509226.98,1463990.692,0.1715,0.01
601988.SH,20251208,5.6989,5.7578,5.6597,5.7185,5.6989,14.726,14.8781,14.6246,14.7767,14.726,3064729.64,1784673.004,0.3442,0.02
601988.SH,20251205,5.7676,5.7872,5.6597,5.6989,5.7676,14.9034,14.9541,14.6246,14.726,14.9034,3207173.71,1865401.733,-1.1905,-0.07
601988.SH,20251204,5.8363,5.8461,5.748,5.7676,5.8264,15.0809,15.1062,14.8528,14.9034,15.0555,2499833.11,1474123.942,-1.0101,-0.06
601988.SH,20251203,5.9245,5.9638,5.8068,5.8264,5.9441,15.309,15.4104,15.0048,15.0555,15.3597,3225531.76,1930305.208,-1.9802,-0.12
601988.SH,20251202,5.954,5.9834,5.8657,5.9441,5.954,15.385,15.4611,15.1569,15.3597,15.385,2533891.1,1530042.693,-0.1647,-0.01
601988.SH,20251201,5.9441,5.9834,5.9147,5.954,5.954,15.3597,15.4611,15.2836,15.385,15.385,3065030.56,1858296.01,0.0,0.0
601988.SH,20251128,6.0324,6.0324,5.9245,5.954,6.052,15.5878,15.5878,15.309,15.385,15.6385,3601178.73,2189779.216,-1.6207,-0.1
601988.SH,20251127,6.0128,6.052,5.9441,6.052,6.0324,15.5371,15.6385,15.3597,15.6385,15.5878,3420242.26,2092863.574,0.3252,0.02
601988.SH,20251126,6.1403,6.1894,5.9932,6.0324,6.1403,15.8666,15.9933,15.4864,15.5878,15.8666,4148931.59,2562937.491,-1.7572,-0.11
601988.SH,20251125,6.0324,6.1698,5.9736,6.1403,6.052,15.5878,15.9426,15.4357,15.8666,15.6385,4354504.35,2694640.038,1.4587,0.09
601988.SH,20251124,6.1698,6.209,6.0226,6.052,6.1698,15.9426,16.044,15.5624,15.6385,15.9426,6199166.67,3852085.963,-1.9078,-0.12
601988.SH,20251121,6.1109,6.2678,6.1109,6.1698,6.1207,15.7906,16.1961,15.7906,15.9426,15.8159,6807007.31,4294459.516,0.8013,0.05
601988.SH,20251120,5.8755,6.209,5.8461,6.1207,5.8853,15.1823,16.044,15.1062,15.8159,15.2076,7232047.09,4501080.156,4.0,0.24
601988.SH,20251119,5.6793,5.8853,5.6695,5.8853,5.6695,14.6753,15.2076,14.65,15.2076,14.65,5689427.24,3371096.361,3.8062,0.22
601988.SH,20251118,5.6303,5.7087,5.6008,5.6695,5.6597,14.5486,14.7514,14.4726,14.65,14.6246,2324185.3,1340338.29,0.1733,0.01
601988.SH,20251117,5.7087,5.7185,5.5812,5.6597,5.7087,14.7514,14.7767,14.4219,14.6246,14.7514,2935607.45,1688174.986,-0.8591,-0.05
601988.SH,20251114,5.6303,5.7676,5.6205,5.7087,5.6303,14.5486,14.9034,14.5233,14.7514,14.5486,3831463.86,2231298.175,1.3937,0.08
601988.SH,20251113,5.6597,5.6989,5.5518,5.6303,5.6499,14.6246,14.726,14.3458,14.5486,14.5993,3044403.99,1743572.794,-0.3472,-0.02
601988.SH,20251112,5.5812,5.7087,5.5714,5.6499,5.5714,14.4219,14.7514,14.3965,14.5993,14.3965,4009636.41,2312614.501,1.4085,0.08
601988.SH,20251111,5.542,5.5812,5.5224,5.5714,5.5518,14.3205,14.4219,14.2698,14.3965,14.3458,1625526.77,921543.77,0.3534,0.02
601988.SH,20251110,5.5224,5.5616,5.4929,5.5518,5.5322,14.2698,14.3712,14.1938,14.3458,14.2951,1744063.15,984727.096,0.3546,0.02
601988.SH,20251107,5.5518,5.6106,5.5224,5.5322,5.5518,14.3458,14.4979,14.2698,14.2951,14.3458,2237377.87,1266404.442,-0.3534,-0.02
601988.SH,20251106,5.5616,5.591,5.5322,5.5518,5.5812,14.3712,14.4472,14.2951,14.3458,14.4219,2112734.35,1197058.935,-0.5272,-0.03
601988.SH,20251105,5.6106,5.6401,5.5518,5.5812,5.6205,14.4979,14.574,14.3458,14.4219,14.5233,2487136.59,1418073.968,-0.6981,-0.04
601988.SH,20251104,5.5714,5.6401,5.5616,5.6205,5.5714,14.3965,14.574,14.3712,14.5233,14.3965,4088131.79,2338329.001,0.8803,0.05
601988.SH,20251103,5.4831,5.6008,5.4831,5.5714,5.5028,14.1684,14.4726,14.1684,14.3965,14.2191,4074518.01,2311333.091,1.2478,0.07
601988.SH,20251031,5.5518,5.5616,5.385,5.5028,5.542,14.3458,14.3712,13.915,14.2191,14.3205,4884455.93,2717254.586,-0.708,-0.04
601988.SH,20251030,5.4929,5.6106,5.4831,5.542,5.4929,14.1938,14.4979,14.1684,14.3205,14.1938,4625521.72,2618922.183,0.8929,0.05
601988.SH,20251029,5.4929,5.5616,5.4537,5.4929,5.4929,14.1938,14.3712,14.0924,14.1938,14.1938,3950881.98,2220593.984,0.0,0.0
601988.SH,20251028,5.4831,5.5224,5.4341,5.4929,5.4831,14.1684,14.2698,14.0417,14.1938,14.1684,2996081.98,1675010.077,0.1789,0.01
601988.SH,20251027,5.4047,5.5322,5.3556,5.4831,5.4243,13.9656,14.2951,13.8389,14.1684,14.0163,4410595.35,2454817.704,1.085,0.06
601988.SH,20251024,5.3654,5.4635,5.336,5.4243,5.385,13.8643,14.1177,13.7882,14.0163,13.915,4317256.22,2382064.082,0.7286,0.04
601988.SH,20251023,5.3556,5.4145,5.3262,5.385,5.3556,13.8389,13.991,13.7629,13.915,13.8389,3778822.29,2072372.182,0.5495,0.03
601988.SH,20251022,5.287,5.3654,5.2771,5.3556,5.287,13.6615,13.8643,13.6361,13.8389,13.6615,3365877.08,1827788.249,1.2987,0.07
601988.SH,20251021,5.2477,5.2968,5.2281,5.287,5.2575,13.5601,13.6868,13.5094,13.6615,13.5855,2619478.23,1407715.231,0.5597,0.03
601988.SH,20251020,5.2183,5.287,5.1398,5.2575,5.2379,13.4841,13.6615,13.2813,13.5855,13.5348,3335802.72,1771036.686,0.3745,0.02
601988.SH,20251017,5.2771,5.3262,5.2281,5.2379,5.2771,13.6361,13.7629,13.5094,13.5348,13.6361,3096181.25,1667212.88,-0.7435,-0.04
601988.SH,20251016,5.1791,5.2968,5.1692,5.2771,5.1791,13.3827,13.6868,13.3573,13.6361,13.3827,4077234.67,2176680.82,1.8939,0.1
601988.SH,20251015,5.1791,5.2085,5.1398,5.1791,5.1791,13.3827,13.4587,13.2813,13.3827,13.3827,2922443.2,1540688.791,0.0,0.0
601988.SH,20251014,5.0908,5.1889,5.0614,5.1791,5.1006,13.1546,13.408,13.0785,13.3827,13.1799,3861011.33,2026534.448,1.5385,0.08
601988.SH,20251013,5.1104,5.1496,5.0515,5.1006,5.13,13.2053,13.3067,13.0532,13.1799,13.256,3021411.16,1570451.123,-0.5736,-0.03
601988.SH,20251010,5.1202,5.1791,5.1104,5.13,5.13,13.2306,13.3827,13.2053,13.256,13.256,2409802.6,1263371.303,0.0,0.0
601988.SH,20251009,5.081,5.13,5.0319,5.13,5.081,13.1292,13.256,13.0025,13.256,13.1292,2689854.54,1393383.72,0.9653,0.05
