trade_date,date,open,high,low,close,volume,pct_chg,change,RSI_6,RSI_14,RSI_24,DIF,DEA,MACD_hist,BOLL_MID,BOLL_UPPER,BOLL_LOWER,BOLL_WIDTH,BOLL_PCTB,TR,ATR_14,ATR_PCT,K,D,J,MACD_golden_cross,MACD_death_cross,KDJ_golden_cross,KDJ_death_cross,BOLL_break_up,BOLL_break_down,RSI_oversold,RSI_overbought
20210721,2021-07-21,2.3835,2.3914,2.3757,2.3835,769705.31,0.0,0.0,43.01517013437118,,,-0.008457494331501447,-0.0059133836665932115,-0.005088221329816471,,,,,,0.015699999999999825,,,35.46815384500111,39.236072070181535,27.932317394640265,0,0,0,0,0,0,0,0
20210722,2021-07-22,2.3835,2.3914,2.3835,2.3914,789633.61,0.3289,0.01,55.435067952398484,,,-0.007940477810377544,-0.006318802495350079,-0.003243350630054931,,,,,,0.007899999999999796,0.01286890248580471,0.5381325786486874,40.34748826750966,39.60654413595758,41.82937653061383,0,0,1,0,0,0,0,0
20210723,2021-07-23,2.3835,2.3914,2.3835,2.3835,769458.65,-0.3279,-0.01,43.942338606698655,60.92044921551511,,-0.008075117541002541,-0.006670065504480571,-0.0028101040730439397,,,,,,0.007899999999999796,0.012513980879675788,0.5250254197472535,40.214695316592795,39.80926119616932,41.02556355743975,0,0,0,0,0,0,0,0
20210726,2021-07-26,2.3835,2.3914,2.3757,2.3914,1302725.07,0.3289,0.01,55.110148443304254,64.05377949157158,,-0.007458380947720222,-0.006827728593128502,-0.0012613047091834407,,,,,,0.015699999999999825,0.012741553673984649,0.5328072958929768,51.86287543399179,43.82713260877681,67.93436108442174,0,0,0,0,0,0,0,0
20210727,2021-07-27,2.3835,2.3914,2.3757,2.3835,1142981.7,-0.3279,-0.01,44.477239295818634,58.96260525661384,,-0.0075203863980233265,-0.006966260154107467,-0.0011082524878317183,,,,,,0.015699999999999825,0.012952871268700018,0.5434391134340263,56.75039153226602,48.13488558327321,73.98140343025166,0,0,0,0,0,0,0,0
20210728,2021-07-28,2.3835,2.3835,2.3757,2.3835,1357436.61,0.0,0.0,44.477239295818634,58.96260525661384,,-0.007483263757685155,-0.007069660874823005,-0.0008272057657242992,,,,,,0.007800000000000029,0.012584809035221448,0.5279970226650492,54.394103908984384,50.2212916918436,62.73972834326595,0,0,0,0,0,0,0,0
20210729,2021-07-29,2.3835,2.3914,2.36,2.3678,1422594.98,-0.6579,-0.02,28.65528072734071,49.83335247732356,,-0.008621321361321321,-0.007379992972122669,-0.0024826567783973047,,,,,,0.031400000000000095,0.01392875124699135,0.5882570845084615,44.54299071639299,48.328524700026726,36.97192274912554,0,0,0,1,0,0,0,0
20210730,2021-07-30,2.3678,2.3678,2.3443,2.3443,1056624.36,-0.9934,-0.03,17.48384762817389,39.88005086358819,,-0.011289357132132416,-0.008161865804124618,-0.006254982656015595,2.39019,2.4259301675842093,2.3544498324157908,0.029905712587040594,-0.14199475130993935,0.023499999999999854,0.014612411872206243,0.6233166349104741,29.695327144261995,42.117458848105144,4.851063736575696,0,0,0,0,0,1,0,0
20210802,2021-08-02,2.3443,2.36,2.3208,2.36,1601366.83,0.6689,0.02,37.13286810815105,47.43391495434023,,-0.01199862325305645,-0.008929217293910986,-0.00613881191829093,2.387445,2.423624696254289,2.351265303745711,0.030308297158082444,0.1207126808486323,0.03919999999999968,0.01636866816704863,0.693587634196976,38.30491120287901,40.846609633029765,33.22151434257751,0,0,0,0,0,0,0,0
20210803,2021-08-03,2.3522,2.36,2.3365,2.3443,874259.46,-0.6645,-0.02,28.88036258608838,41.7805227569125,,-0.013670001287934053,-0.0098773740927156,-0.007585254390436905,2.3835249999999997,2.42059920013688,2.346450799863119,0.031108715148261887,-0.02900669272942194,0.023499999999999854,0.016878049012259436,0.7199611403088101,36.631980461975964,39.441733242678495,31.012474900570908,0,0,0,0,0,1,0,0
