ts_code,trade_date,fwd_open,fwd_high,fwd_low,fwd_close,fwd_pre_close,bwd_open,bwd_high,bwd_low,bwd_close,bwd_pre_close,vol,amount,pct_chg,change
600519.SH,20260514,1307.0658,1337.4077,1304.311,1311.1394,1313.015,11301.2832,11563.6284,11277.4644,11336.5047,11352.7218,55244.34,7428592.859,-0.1428,-1.92
600519.SH,20260513,1323.1843,1327.1896,1307.0658,1313.015,1323.2332,11440.6488,11475.279,11301.2832,11352.7218,11441.0711,56967.87,7653257.144,-0.7722,-10.46
600519.SH,20260512,1330.5109,1332.0544,1319.2768,1323.2332,1329.8564,11503.9968,11517.3421,11406.8632,11441.0711,11498.3377,50837.43,6886304.982,-0.498,-6.78
600519.SH,20260511,1341.1492,1341.1492,1329.5341,1329.8564,1341.2469,11595.9781,11595.9781,11495.5504,11498.3377,11596.8227,57135.1,7790721.392,-0.8492,-11.66
600519.SH,20260508,1339.9476,1350.8008,1338.326,1341.2469,1339.3517,11585.589,11679.4285,11571.568,11596.8227,11580.4367,33368.53,4582855.939,0.1415,1.94
600519.SH,20260507,1343.2104,1355.9098,1338.3358,1339.3517,1343.2104,11613.8,11723.6032,11571.6525,11580.4367,11613.8,40461.47,5573286.315,-0.2873,-3.95
600519.SH,20260506,1333.5393,1347.1179,1328.606,1343.2104,1352.774,11530.1806,11647.5856,11487.5263,11613.8,11696.4903,47806.04,6550750.94,-0.707,-9.79
600519.SH,20260430,1367.6324,1368.7753,1348.0948,1352.774,1368.7753,11824.96,11834.8423,11656.032,11696.4903,11834.8423,52752.67,7316111.748,-1.169,-16.38
600519.SH,20260429,1372.5168,1377.157,1367.9059,1368.7753,1372.5168,11867.192,11907.3124,11827.325,11834.8423,11867.192,34813.13,4881691.348,-0.2726,-3.83
600519.SH,20260428,1369.5862,1376.8053,1367.7399,1372.5168,1370.7584,11841.8528,11904.2717,11825.8891,11867.192,11851.9885,34004.42,4772513.712,0.1283,1.8
600519.SH,20260427,1387.17,1387.17,1369.7815,1370.7584,1424.7701,11993.888,11993.888,11843.5421,11851.9885,12318.9899,72797.74,10239763.452,-3.7909,-55.29
600519.SH,20260424,1380.4295,1425.1511,1380.4295,1424.7701,1386.1931,11935.6078,12322.284,11935.6078,12318.9899,11985.4416,55455.31,8003410.999,2.7829,39.49
600519.SH,20260423,1375.4474,1386.8769,1372.6145,1386.1931,1376.9128,11892.5312,11991.3541,11868.0366,11985.4416,11905.2008,37701.09,5332831.151,0.674,9.5
