ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
600519.SH,20260605,1272.86,0.2504,0.5787,0.64,19.3292,19.2369,5.9396,9.4243,9.2432,4.0644,4.0644,125008.1601,125008.1601,54094.8978,159117886.6649,159117886.6649
600519.SH,20260604,1268.0,0.268,0.6194,0.66,19.2554,19.1634,5.9169,9.3883,9.2079,4.08,4.08,125008.1601,125008.1601,54094.8978,158510347.0068,158510347.0068
600519.SH,20260603,1281.91,0.4198,0.9701,0.92,19.4666,19.3736,5.9818,9.4913,9.3089,4.0357,4.0357,125008.1601,125008.1601,54094.8978,160249210.5138,160249210.5138
600519.SH,20260602,1307.22,0.2909,0.6722,0.62,19.851,19.7561,6.0999,9.6787,9.4927,3.9576,3.9576,125008.1601,125008.1601,54094.8978,163413167.0459,163413167.0459
600519.SH,20260601,1309.6,0.3507,0.8105,0.74,19.8871,19.7921,6.111,9.6963,9.51,3.9504,3.9504,125008.1601,125008.1601,54094.8978,163710686.467,163710686.467
600519.SH,20260529,1326.0,0.6118,1.4138,1.42,20.1361,20.04,6.1876,9.8177,9.6291,3.9015,3.9015,125008.1601,125008.1601,54094.8978,165760820.2926,165760820.2926
600519.SH,20260528,1275.98,0.3671,0.8483,0.87,19.3766,19.284,5.9541,9.4474,9.2658,4.0545,4.0545,125008.1601,125008.1601,54094.8978,159507912.1244,159507912.1244
600519.SH,20260527,1303.0,0.6606,1.5231,1.82,19.8215,19.7268,6.0234,9.6643,9.4786,3.9635,3.9635,125227.0215,125227.0215,54313.7592,163170809.0145,163170809.0145
600519.SH,20260526,1273.38,0.3668,0.8457,1.02,19.3709,19.2784,5.8865,9.4446,9.2631,4.0556,4.0556,125227.0215,125227.0215,54313.7592,159461584.6377,159461584.6377
600519.SH,20260525,1285.88,0.3701,0.8534,1.01,19.5611,19.4677,5.9443,9.5374,9.3541,4.0162,4.0162,125227.0215,125227.0215,54313.7592,161026922.4064,161026922.4064
600519.SH,20260522,1290.2,0.3925,0.9051,1.04,19.6268,19.5331,5.9642,9.5694,9.3855,4.0028,4.0028,125227.0215,125227.0215,54313.7592,161567903.1393,161567903.1393
600519.SH,20260521,1311.0,0.3104,0.7156,0.77,19.9432,19.848,6.0604,9.7237,9.5368,3.9393,3.9393,125227.0215,125227.0215,54313.7592,164172625.1865,164172625.1865
600519.SH,20260520,1315.0,0.3792,0.8743,0.9,20.0041,19.9085,6.0789,9.7533,9.5659,3.9273,3.9273,125227.0215,125227.0215,54313.7592,164673533.2725,164673533.2725
600519.SH,20260519,1324.3,0.3454,0.7964,0.8,20.1455,20.0493,6.1219,9.8223,9.6336,3.8997,3.8997,125227.0215,125227.0215,54313.7592,165838144.5725,165838144.5725
600519.SH,20260518,1323.0,0.3966,0.9143,0.89,20.1258,20.0296,6.1159,9.8127,9.6241,3.9035,3.9035,125227.0215,125227.0215,54313.7592,165675349.4445,165675349.4445
600519.SH,20260515,1332.95,0.4646,1.0713,1.15,20.2771,20.1803,6.1619,9.8865,9.6965,3.8744,3.8744,125227.0215,125227.0215,54313.7592,166921358.3084,166921358.3084
600519.SH,20260514,1342.17,0.4412,1.0171,1.16,20.4174,20.3199,6.2045,9.9549,9.7635,3.8478,3.8478,125227.0215,125227.0215,54313.7592,168075951.4467,168075951.4467
600519.SH,20260513,1344.09,0.4549,1.0489,1.24,20.4466,20.3489,6.2134,9.9691,9.7775,3.8423,3.8423,125227.0215,125227.0215,54313.7592,168316387.3279,168316387.3279
600519.SH,20260512,1354.55,0.406,0.936,1.1,20.6057,20.5073,6.2617,10.0467,9.8536,3.8126,3.8126,125227.0215,125227.0215,54313.7592,169626261.9728,169626261.9728
600519.SH,20260511,1361.33,0.4563,1.0519,1.37,20.7088,20.6099,6.2931,10.097,9.9029,3.7936,3.7936,125227.0215,125227.0215,54313.7592,170475301.1786,170475301.1786
600519.SH,20260508,1372.99,0.2665,0.6144,0.8,20.8862,20.7865,6.347,10.1835,9.9877,3.7614,3.7614,125227.0215,125227.0215,54313.7592,171935448.2493,171935448.2493
600519.SH,20260507,1371.05,0.3231,0.745,0.84,20.8567,20.7571,6.338,10.1691,9.9736,3.7667,3.7667,125227.0215,125227.0215,54313.7592,171692507.8276,171692507.8276
600519.SH,20260506,1375.0,0.3818,0.8802,0.96,20.9168,20.8169,6.3563,10.1984,10.0024,3.7559,3.7559,125227.0215,125227.0215,54313.7592,172187154.5625,172187154.5625
600519.SH,20260430,1384.79,0.4213,0.9713,1.12,21.0657,20.9651,6.4015,10.271,10.0736,3.7294,3.7294,125227.0215,125227.0215,54313.7592,173413127.103,173413127.103
600519.SH,20260429,1401.17,0.278,0.641,0.77,21.3149,21.2131,6.4772,10.3925,10.1927,3.6858,3.6858,125227.0215,125227.0215,54313.7592,175464345.7152,175464345.7152
600519.SH,20260428,1405.0,0.2715,0.6261,0.79,21.3732,21.2711,6.4949,10.4209,10.2206,3.6757,3.6757,125227.0215,125227.0215,54313.7592,175943965.2075,175943965.2075
600519.SH,20260427,1403.2,0.5813,1.3403,2.04,21.3458,21.2438,6.4866,10.4075,10.2075,3.6804,3.6804,125227.0215,125227.0215,54313.7592,175718556.5688,175718556.5688
600519.SH,20260424,1458.49,0.4428,0.9712,1.26,22.1869,22.1869,7.4658,10.8176,10.8176,3.5409,3.5409,125227.0215,125227.0215,57098.728,182642358.5875,182642358.5875
600519.SH,20260423,1419.0,0.3011,0.6603,0.91,21.5861,21.5861,7.2637,10.5247,10.5247,3.6394,3.6394,125227.0215,125227.0215,57098.728,177697143.5085,177697143.5085
600519.SH,20260422,1409.5,0.2149,0.4714,0.63,21.4416,21.4416,7.2151,10.4542,10.4542,3.664,3.664,125227.0215,125227.0215,57098.728,176507486.8043,176507486.8043
600519.SH,20260421,1412.01,0.1737,0.381,0.5,21.4798,21.4798,7.2279,10.4729,10.4729,3.6575,3.6575,125227.0215,125227.0215,57098.728,176821806.6282,176821806.6282
600519.SH,20260420,1410.89,0.2911,0.6384,0.89,21.4628,21.4628,7.2222,10.4646,10.4646,3.6604,3.6604,125227.0215,125227.0215,57098.728,176681552.3641,176681552.3641
600519.SH,20260417,1407.24,0.7732,1.6957,3.52,21.4072,21.4072,7.2035,10.4375,10.4375,3.6699,3.6699,125227.0215,125227.0215,57098.728,176224473.7357,176224473.7357
600519.SH,20260416,1462.84,0.1957,0.4513,0.92,21.2445,20.3479,8.0675,10.719,10.2582,3.5304,3.5304,125227.0215,125227.0215,54313.7592,183187096.1311,183187096.1311
600519.SH,20260415,1467.5,0.2759,0.6362,1.3,21.3121,20.4128,8.0932,10.7532,10.2909,3.5192,3.5192,125227.0215,125227.0215,54313.7592,183770654.0513,183770654.0513
600519.SH,20260414,1446.9,0.1935,0.4462,0.91,21.013,20.1262,7.9795,10.6022,10.1464,3.5693,3.5693,125227.0215,125227.0215,54313.7592,181190977.4084,181190977.4084
600519.SH,20260413,1443.31,0.2013,0.4642,0.99,20.9608,20.0763,7.9597,10.5759,10.1212,3.5781,3.5781,125227.0215,125227.0215,54313.7592,180741412.4012,180741412.4012
600519.SH,20260410,1453.96,0.2305,0.5315,1.2,21.1155,20.2244,8.0185,10.6539,10.1959,3.5519,3.5519,125227.0215,125227.0215,54313.7592,182075080.1801,182075080.1801
600519.SH,20260409,1460.49,0.1653,0.3812,0.81,21.2103,20.3153,8.0545,10.7018,10.2417,3.5361,3.5361,125227.0215,125227.0215,54313.7592,182892812.6305,182892812.6305
600519.SH,20260408,1465.02,0.2702,0.623,1.08,21.2761,20.3783,8.0795,10.735,10.2735,3.5251,3.5251,125227.0215,125227.0215,54313.7592,183460091.0379,183460091.0379
600519.SH,20260407,1440.02,0.1929,0.4447,0.75,20.9131,20.0305,7.9416,10.5518,10.0981,3.5863,3.5863,125227.0215,125227.0215,54313.7592,180329415.5004,180329415.5004
600519.SH,20260403,1460.0,0.1613,0.3718,0.59,21.2032,20.3084,8.0518,10.6982,10.2383,3.5372,3.5372,125227.0215,125227.0215,54313.7592,182831451.39,182831451.39
600519.SH,20260402,1459.88,0.1682,0.3878,0.61,21.2015,20.3068,8.0511,10.6973,10.2374,3.5375,3.5375,125227.0215,125227.0215,54313.7592,182816424.1474,182816424.1474
600519.SH,20260401,1459.44,0.2326,0.5362,0.86,21.1951,20.3006,8.0487,10.6941,10.2343,3.5386,3.5386,125227.0215,125227.0215,54313.7592,182761324.258,182761324.258
