ts_code,trade_date,adj_factor
601988.SH,20220722,2.1741
601988.SH,20220721,2.1741
601988.SH,20220720,2.1741
601988.SH,20220719,2.1741
601988.SH,20220718,2.1741
601988.SH,20220715,2.1741
601988.SH,20220714,2.026
601988.SH,20220713,2.026
601988.SH,20220712,2.026
601988.SH,20220711,2.026
601988.SH,20220708,2.026
601988.SH,20220707,2.026
601988.SH,20220706,2.026
601988.SH,20220705,2.026
601988.SH,20220704,2.026
601988.SH,20220701,2.026
601988.SH,20220630,2.026
601988.SH,20220629,2.026
601988.SH,20220628,2.026
601988.SH,20220627,2.026
601988.SH,20220624,2.026
601988.SH,20220623,2.026
601988.SH,20220622,2.026
601988.SH,20220621,2.026
601988.SH,20220620,2.026
601988.SH,20220617,2.026
601988.SH,20220616,2.026
601988.SH,20220615,2.026
601988.SH,20220614,2.026
601988.SH,20220613,2.026
601988.SH,20220610,2.026
601988.SH,20220609,2.026
601988.SH,20220608,2.026
601988.SH,20220607,2.026
601988.SH,20220606,2.026
601988.SH,20220602,2.026
601988.SH,20220601,2.026
601988.SH,20220531,2.026
601988.SH,20220530,2.026
601988.SH,20220527,2.026
601988.SH,20220526,2.026
601988.SH,20220525,2.026
601988.SH,20220524,2.026
601988.SH,20220523,2.026
601988.SH,20220520,2.026
601988.SH,20220519,2.026
601988.SH,20220518,2.026
601988.SH,20220517,2.026
601988.SH,20220516,2.026
601988.SH,20220513,2.026
601988.SH,20220512,2.026
601988.SH,20220511,2.026
601988.SH,20220510,2.026
601988.SH,20220509,2.026
601988.SH,20220506,2.026
601988.SH,20220505,2.026
601988.SH,20220429,2.026
601988.SH,20220428,2.026
601988.SH,20220427,2.026
601988.SH,20220426,2.026
601988.SH,20220425,2.026
601988.SH,20220422,2.026
601988.SH,20220421,2.026
601988.SH,20220420,2.026
601988.SH,20220419,2.026
601988.SH,20220418,2.026
601988.SH,20220415,2.026
601988.SH,20220414,2.026
601988.SH,20220413,2.026
601988.SH,20220412,2.026
601988.SH,20220411,2.026
601988.SH,20220408,2.026
601988.SH,20220407,2.026
601988.SH,20220406,2.026
601988.SH,20220401,2.026
601988.SH,20220331,2.026
601988.SH,20220330,2.026
601988.SH,20220329,2.026
601988.SH,20220328,2.026
601988.SH,20220325,2.026
601988.SH,20220324,2.026
601988.SH,20220323,2.026
601988.SH,20220322,2.026
601988.SH,20220321,2.026
601988.SH,20220318,2.026
601988.SH,20220317,2.026
601988.SH,20220316,2.026
601988.SH,20220315,2.026
601988.SH,20220314,2.026
601988.SH,20220311,2.026
601988.SH,20220310,2.026
601988.SH,20220309,2.026
601988.SH,20220308,2.026
601988.SH,20220307,2.026
601988.SH,20220304,2.026
601988.SH,20220303,2.026
601988.SH,20220302,2.026
601988.SH,20220301,2.026
601988.SH,20220228,2.026
601988.SH,20220225,2.026
601988.SH,20220224,2.026
601988.SH,20220223,2.026
601988.SH,20220222,2.026
601988.SH,20220221,2.026
601988.SH,20220218,2.026
601988.SH,20220217,2.026
601988.SH,20220216,2.026
601988.SH,20220215,2.026
601988.SH,20220214,2.026
601988.SH,20220211,2.026
601988.SH,20220210,2.026
601988.SH,20220209,2.026
601988.SH,20220208,2.026
601988.SH,20220207,2.026
601988.SH,20220128,2.026
601988.SH,20220127,2.026
601988.SH,20220126,2.026
601988.SH,20220125,2.026
601988.SH,20220124,2.026
601988.SH,20220121,2.026
601988.SH,20220120,2.026
601988.SH,20220119,2.026
601988.SH,20220118,2.026
601988.SH,20220117,2.026
601988.SH,20220114,2.026
601988.SH,20220113,2.026
601988.SH,20220112,2.026
601988.SH,20220111,2.026
601988.SH,20220110,2.026
601988.SH,20220107,2.026
601988.SH,20220106,2.026
601988.SH,20220105,2.026
601988.SH,20220104,2.026
601988.SH,20211231,2.026
601988.SH,20211230,2.026
601988.SH,20211229,2.026
601988.SH,20211228,2.026
601988.SH,20211227,2.026
601988.SH,20211224,2.026
601988.SH,20211223,2.026
601988.SH,20211222,2.026
601988.SH,20211221,2.026
601988.SH,20211220,2.026
601988.SH,20211217,2.026
601988.SH,20211216,2.026
601988.SH,20211215,2.026
601988.SH,20211214,2.026
601988.SH,20211213,2.026
601988.SH,20211210,2.026
601988.SH,20211209,2.026
601988.SH,20211208,2.026
601988.SH,20211207,2.026
601988.SH,20211206,2.026
601988.SH,20211203,2.026
601988.SH,20211202,2.026
601988.SH,20211201,2.026
601988.SH,20211130,2.026
601988.SH,20211129,2.026
601988.SH,20211126,2.026
601988.SH,20211125,2.026
601988.SH,20211124,2.026
601988.SH,20211123,2.026
601988.SH,20211122,2.026
601988.SH,20211119,2.026
601988.SH,20211118,2.026
601988.SH,20211117,2.026
601988.SH,20211116,2.026
601988.SH,20211115,2.026
601988.SH,20211112,2.026
601988.SH,20211111,2.026
601988.SH,20211110,2.026
601988.SH,20211109,2.026
601988.SH,20211108,2.026
601988.SH,20211105,2.026
601988.SH,20211104,2.026
601988.SH,20211103,2.026
601988.SH,20211102,2.026
601988.SH,20211101,2.026
601988.SH,20211029,2.026
601988.SH,20211028,2.026
601988.SH,20211027,2.026
601988.SH,20211026,2.026
601988.SH,20211025,2.026
601988.SH,20211022,2.026
601988.SH,20211021,2.026
601988.SH,20211020,2.026
601988.SH,20211019,2.026
601988.SH,20211018,2.026
601988.SH,20211015,2.026
601988.SH,20211014,2.026
601988.SH,20211013,2.026
601988.SH,20211012,2.026
601988.SH,20211011,2.026
601988.SH,20211008,2.026
601988.SH,20210930,2.026
601988.SH,20210929,2.026
601988.SH,20210928,2.026
601988.SH,20210927,2.026
601988.SH,20210924,2.026
601988.SH,20210923,2.026
601988.SH,20210922,2.026
601988.SH,20210917,2.026
601988.SH,20210916,2.026
601988.SH,20210915,2.026
601988.SH,20210914,2.026
601988.SH,20210913,2.026
601988.SH,20210910,2.026
601988.SH,20210909,2.026
601988.SH,20210908,2.026
601988.SH,20210907,2.026
601988.SH,20210906,2.026
601988.SH,20210903,2.026
601988.SH,20210902,2.026
601988.SH,20210901,2.026
601988.SH,20210831,2.026
601988.SH,20210830,2.026
601988.SH,20210827,2.026
601988.SH,20210826,2.026
601988.SH,20210825,2.026
601988.SH,20210824,2.026
601988.SH,20210823,2.026
601988.SH,20210820,2.026
601988.SH,20210819,2.026
601988.SH,20210818,2.026
601988.SH,20210817,2.026
601988.SH,20210816,2.026
601988.SH,20210813,2.026
601988.SH,20210812,2.026
601988.SH,20210811,2.026
601988.SH,20210810,2.026
601988.SH,20210809,2.026
601988.SH,20210806,2.026
601988.SH,20210805,2.026
601988.SH,20210804,2.026
601988.SH,20210803,2.026
601988.SH,20210802,2.026
601988.SH,20210730,2.026
601988.SH,20210729,2.026
601988.SH,20210728,2.026
601988.SH,20210727,2.026
601988.SH,20210726,2.026
601988.SH,20210723,2.026
601988.SH,20210722,2.026
601988.SH,20210721,2.026
601988.SH,20210720,2.026
601988.SH,20210719,2.026
601988.SH,20210716,2.026
601988.SH,20210715,2.026
601988.SH,20210714,2.026
601988.SH,20210713,2.026
601988.SH,20210712,2.026
601988.SH,20210709,2.026
601988.SH,20210708,2.026
601988.SH,20210707,2.026
601988.SH,20210706,2.026
601988.SH,20210705,2.026
